att_metadataReference,has_keyword_hit,decision_type_label,case_caseCompanies,case_caseInitiationDate,case_caseLastDecisionDate,case_caseInstrument,case_caseNumber,case_caseRegulation,case_caseSimplified,case_caseTitle,dec_decisionAdoptionDate,dec_decisionNumber,dec_decisionOfficialJournalPublicationsPublishedDates,dec_decisionTypes_code,dec_decisionTypes_label,dec_language,dec_metadataReference
M.11998-DEC55483-ATT123,false,Art. 6(1)(b),KKR / KARO HEALTHCARE,2025-07-10,2025-08-05,Merger,M.11998,Council Regulation 139/2004,Simplified procedure,KKR / KARO HEALTHCARE,2025-08-05,55483,2025-08-12,DecisionType20310,Art. 6(1)(b),en,M.11998-DEC55483
M.11514-DEC54742-ATT135,false,Art. 6(1)(b),TRAFIGURA / GREENERGY,2024-06-14,2024-07-08,Merger,M.11514,Council Regulation 139/2004,Simplified procedure,TRAFIGURA / GREENERGY,2024-07-08,54742,2024-07-12,DecisionType20310,Art. 6(1)(b),en,M.11514-DEC54742
M.10668-DEC53286-ATT157,false,Art. 4(4) - Full referral,PPF / MMB,,2022-05-03,Merger,M.10668,Council Regulation 139/2004,Normal procedure,PPF / MMB,2022-05-03,53286,,DecisionType201220,Art. 4(4) - Full referral,en,M.10668-DEC53286
M.10678-DEC53246-ATT114,false,Art. 6(1)(b),AIP / MACQUARIE / ABERDEEN / ONIVIA,2022-03-16,2022-04-07,Merger,M.10678,Council Regulation 139/2004,Simplified procedure,AIP / MACQUARIE / ABERDEEN / ONIVIA,2022-04-07,53246,2022-04-21,DecisionType20310,Art. 6(1)(b),en,M.10678-DEC53246
M.11527-DEC54667-ATT92,false,Art. 6(1)(b),ENGIE / MACQUARIE / MPBV,2024-05-14,2024-06-07,Merger,M.11527,Council Regulation 139/2004,Super simplified procedure,ENGIE / MACQUARIE / MPBV,2024-06-07,54667,2024-06-18,DecisionType20310,Art. 6(1)(b),en,M.11527-DEC54667
M.10677-DEC53285-ATT122,false,Art. 4(4) - Full referral,EUROAPOTHECA / ORIOLA / JV,,2022-05-03,Merger,M.10677,Council Regulation 139/2004,Normal procedure,EUROAPOTHECA / ORIOLA / JV,2022-05-03,53285,,DecisionType201220,Art. 4(4) - Full referral,en,M.10677-DEC53285
M.11528-DEC54651-ATT117,false,Art. 6(1)(b),PAI PARTNERS / BLUEGEM / BEAUTYNOVA,2024-05-06,2024-06-03,Merger,M.11528,Council Regulation 139/2004,Simplified procedure,PAI PARTNERS / BLUEGEM / BEAUTYNOVA,2024-06-03,54651,2024-06-21,DecisionType20310,Art. 6(1)(b),en,M.11528-DEC54651
M.10676-DEC53266-ATT127,false,Art. 6(1)(b),NEXT / WP / PINK,2022-03-25,2022-04-21,Merger,M.10676,Council Regulation 139/2004,Simplified procedure,NEXT / WP / PINK,2022-04-21,53266,2022-05-10,DecisionType20310,Art. 6(1)(b),en,M.10676-DEC53266
M.11529-DEC54620-ATT85,false,Art. 6(1)(b),ABU DHABI FUTURE ENERGY COMPANY / MUFG / TERRA-GEN POWER HOLDINGS II,2024-04-15,2024-05-08,Merger,M.11529,Council Regulation 139/2004,Super simplified procedure,ABU DHABI FUTURE ENERGY COMPANY / MUFG / TERRA-GEN POWER HOLDINGS II,2024-05-08,54620,2024-05-21,DecisionType20310,Art. 6(1)(b),en,M.11529-DEC54620
M.10675-DEC53238-ATT65,false,Art. 6(1)(b),CDPQ / TRANSURBAN / AUSTRALIANSUPER / CPP INVESTMENTS / ADIA / WCX,2022-03-09,2022-04-01,Merger,M.10675,Council Regulation 139/2004,Simplified procedure,CDPQ / TRANSURBAN / AUSTRALIANSUPER / CPP INVESTMENTS / ADIA / WCX,2022-04-01,53238,2022-04-12,DecisionType20310,Art. 6(1)(b),en,M.10675-DEC53238
M.10674-DEC{23B557C6-8A60-4447-A0F3-1F272DD8F874}-ATT103,false,Art. 6(1)(b),,2022-02-14,2022-05-11,Merger,M.10674,Council Regulation 139/2004,Simplified,INTERPARKING SERVIZI / OSR / PARKING LOT JV,2022-05-11,23B557C6-8A60-4447-A0F3-1F272DD8F874,2023-06-26,DecisionType20310,Art. 6(1)(b),en,M.10674-DEC{23B557C6-8A60-4447-A0F3-1F272DD8F874}
M.10672-DEC53414-ATT127,false,Art. 6(1)(b),VISTA / ELLIOTT / CITRIX SYSTEMS / TIBCO | VISTA / ELLIOT / CITRIX SYSTEMS / TIBCO,2022-06-16,2022-07-13,Merger,M.10672,Council Regulation 139/2004,Simplified procedure,VISTA / ELLIOTT / CITRIX SYSTEMS / TIBCO,2022-07-13,53414,2022-07-19,DecisionType20310,Art. 6(1)(b),en,M.10672-DEC53414
M.11520-DEC54644-ATT137,false,Art. 6(1)(b),SEFE / WIGA / WIGA GP,2024-04-30,2024-05-28,Merger,M.11520,Council Regulation 139/2004,Simplified procedure,SEFE / WIGA / WIGA GP,2024-05-28,54644,2024-06-05,DecisionType20310,Art. 6(1)(b),en,M.11520-DEC54644
M.11521-DEC{3600040E-C7DC-4B5E-91E8-BDE8D55EA956}-ATT144,false,Art. 6(1)(b),,2024-03-25,2024-06-13,Merger,M.11521,Council Regulation 139/2004,Simplified,DKV MOBILITY GROUP / SMART DIESEL / TAX REFUND,2024-06-13,3600040E-C7DC-4B5E-91E8-BDE8D55EA956,2024-07-18,DecisionType20310,Art. 6(1)(b),en,M.11521-DEC{3600040E-C7DC-4B5E-91E8-BDE8D55EA956}
M.11522-DEC54678-ATT177,false,Art. 6(1)(b),CERBERUS / VELOBANK,2024-05-23,2024-06-14,Merger,M.11522,Council Regulation 139/2004,Simplified procedure,CERBERUS / VELOBANK,2024-06-14,54678,2024-06-24,DecisionType20310,Art. 6(1)(b),en,M.11522-DEC54678
M.11523-DEC54704-ATT108,false,Art. 6(1)(b),WBD / TWDC / FOX / JV,2024-06-03,2024-06-26,Merger,M.11523,Council Regulation 139/2004,Super simplified procedure,WBD / TWDC / FOX / JV,2024-06-26,54704,2024-07-08,DecisionType20310,Art. 6(1)(b),en,M.11523-DEC54704
M.11524-DEC54694-ATT99,false,Art. 6(1)(b),I SQUARED CAPITAL / RUBIS TERMINAL,2024-05-29,2024-06-20,Merger,M.11524,Council Regulation 139/2004,Simplified procedure,I SQUARED CAPITAL / RUBIS TERMINAL,2024-06-20,54694,2024-07-08,DecisionType20310,Art. 6(1)(b),en,M.11524-DEC54694
M.11525-DEC54722-ATT173,false,Art. 6(1)(b),SGIF / EDF / PERFESCO,2024-06-05,2024-06-27,Merger,M.11525,Council Regulation 139/2004,Simplified procedure,SGIF / EDF / PERFESCO,2024-06-27,54722,2024-07-03,DecisionType20310,Art. 6(1)(b),en,M.11525-DEC54722
M.10679-DEC53263-ATT109,false,Art. 6(1)(b),TELEFONICA / PONTEGADEA / TELXIUS,2022-03-22,2022-04-19,Merger,M.10679,Council Regulation 139/2004,Simplified procedure,TELEFONICA / PONTEGADEA / TELXIUS,2022-04-19,53263,2022-04-27,DecisionType20310,Art. 6(1)(b),en,M.10679-DEC53263
M.10681-DEC53493-ATT139,false,Art. 6(1)(b),RTL DEUTSCHLAND / SEVEN.ONE ENTERTAINMANET GROUP / ADDRESSABLE TV TECHNOLOGY JV,2022-08-01,2022-08-24,Merger,M.10681,Council Regulation 139/2004,Simplified procedure,RTL DEUTSCHLAND / SEVEN.ONE ENTERTAINMANET GROUP / ADDRESSABLE TV TECHNOLOGY JV,2022-08-24,53493,,DecisionType20310,Art. 6(1)(b),en,M.10681-DEC53493
M.10680-DEC53473-ATT282,false,Art. 6(1)(b),PERMIRA / SESTANT / KEDRION / BPL,2022-07-08,2022-08-05,Merger,M.10680,Council Regulation 139/2004,Normal procedure,PERMIRA / SESTANT / KEDRION / BPL,2022-08-05,53473,2023-01-30,DecisionType20310,Art. 6(1)(b),en,M.10680-DEC53473
M.11537-DEC54630-ATT78,false,Art. 6(1)(b),ENBRIDGE / MPLX / ISQ / WPC,2024-04-23,2024-05-21,Merger,M.11537,Council Regulation 139/2004,Super simplified procedure,ENBRIDGE / MPLX / ISQ / WPC,2024-05-21,54630,2024-05-27,DecisionType20310,Art. 6(1)(b),en,M.11537-DEC54630
M.10689-DEC53269-ATT96,false,Art. 6(1)(b),OCP GROUP / KOCH INDUSTRIES  / JORF FERTILIZER COMPANY,2022-03-24,2022-04-25,Merger,M.10689,Council Regulation 139/2004,Simplified procedure,OCP GROUP / KOCH INDUSTRIES  / JORF FERTILIZER COMPANY,2022-04-25,53269,2022-05-02,DecisionType20310,Art. 6(1)(b),en,M.10689-DEC53269
M.11538-DEC{77DDDCD4-7566-4294-A33C-752D8218714D}-ATT390,false,Art. 6(1)(b),,2024-04-08,2024-08-08,Merger,M.11538,Council Regulation 139/2004,Normal,CEZ / BCI / CZECH GAS NETWORKS JV,2024-08-08,77DDDCD4-7566-4294-A33C-752D8218714D,2024-09-05,DecisionType20310,Art. 6(1)(b),en,M.11538-DEC{77DDDCD4-7566-4294-A33C-752D8218714D}
M.10688-DEC53301-ATT106,false,Art. 6(1)(b),AXA / ATALANTE,2022-04-19,2022-05-13,Merger,M.10688,Council Regulation 139/2004,Simplified procedure,AXA / ATALANTE,2022-05-13,53301,2022-05-18,DecisionType20310,Art. 6(1)(b),en,M.10688-DEC53301
M.11539-DEC{97948255-0635-44D6-923F-0A6F0EB6CAAB}-ATT4093,false,Art. 8(1),,2024-04-08,2025-06-22,Merger,M.11539,Council Regulation 139/2004,Normal,LIBERTY MEDIA / DORNA SPORTS,2025-06-23,97948255-0635-44D6-923F-0A6F0EB6CAAB,2026-03-19,DecisionType20682,Art. 8(1),en,M.11539-DEC{97948255-0635-44D6-923F-0A6F0EB6CAAB}
M.10687-DEC53462-ATT1812,false,Art. 6(1)(b) with conditions & obligations,D’IETEREN / PHE,2022-06-13,2023-03-29,Merger,M.10687,Council Regulation 139/2004,Normal procedure,D’IETEREN / PHE,2022-08-02,53462,2023-05-02,DecisionType20212,Art. 6(1)(b) with conditions & obligations,en,M.10687-DEC53462
M.10687-DEC53785-ATT1846,false,Purchaser approval,D’IETEREN / PHE,2022-06-13,2023-03-29,Merger,M.10687,Council Regulation 139/2004,Normal procedure,D’IETEREN / PHE,2023-02-09,53785,,DecisionType201250,Purchaser approval,en,M.10687-DEC53785
M.10687-DEC53875-ATT1825,false,Purchaser approval,D’IETEREN / PHE,2022-06-13,2023-03-29,Merger,M.10687,Council Regulation 139/2004,Normal procedure,D’IETEREN / PHE,2023-03-29,53875,,DecisionType201250,Purchaser approval,en,M.10687-DEC53875
M.10686-DEC53343-ATT76,false,Art. 6(1)(b),LOV GROUP / BETCLIC EVEREST GROUP,2022-05-13,2022-06-10,Merger,M.10686,Council Regulation 139/2004,Simplified procedure,LOV GROUP / BETCLIC EVEREST GROUP,2022-06-10,53343,2022-06-17,DecisionType20310,Art. 6(1)(b),en,M.10686-DEC53343
M.10685-DEC53324-ATT72,false,Art. 4(4) - Full referral,ENEL PRODUZIONE / ERG POWER,,2022-05-25,Merger,M.10685,Council Regulation 139/2004,Normal procedure,ENEL PRODUZIONE / ERG POWER,2022-05-25,53324,,DecisionType201220,Art. 4(4) - Full referral,en,M.10685-DEC53324
M.10684-DEC53302-ATT115,false,Art. 6(1)(b),SWISS LIFE / VAUBAN / WASCOSA,2022-04-19,2022-05-13,Merger,M.10684,Council Regulation 139/2004,Simplified procedure,SWISS LIFE / VAUBAN / WASCOSA,2022-05-13,53302,2022-06-02,DecisionType20310,Art. 6(1)(b),en,M.10684-DEC53302
M.10683-DEC53313-ATT76,false,Art. 6(1)(b),APPLIED / TEMASEK / JV | APPLIED / TEMASEK,2022-04-25,2022-05-18,Merger,M.10683,Council Regulation 139/2004,Simplified procedure,APPLIED / TEMASEK / JV,2022-05-18,53313,2022-05-25,DecisionType20310,Art. 6(1)(b),en,M.10683-DEC53313
M.10682-DEC53297-ATT89,false,Art. 6(1)(b),VALEO / VSEA,2022-04-13,2022-05-11,Merger,M.10682,Council Regulation 139/2004,Simplified procedure,VALEO / VSEA,2022-05-11,53297,2022-05-18,DecisionType20310,Art. 6(1)(b),en,M.10682-DEC53297
M.11530-DEC54669-ATT117,false,Art. 6(1)(b),CVC / MONBAKE,2024-05-17,2024-06-11,Merger,M.11530,Council Regulation 139/2004,Simplified procedure,CVC / MONBAKE,2024-06-11,54669,2024-06-25,DecisionType20310,Art. 6(1)(b),en,M.11530-DEC54669
M.11531-DEC54772-ATT146,false,Art. 6(1)(b),CINVEN / ALTER DOMUS,2024-06-28,2024-07-22,Merger,M.11531,Council Regulation 139/2004,Simplified procedure,CINVEN / ALTER DOMUS,2024-07-22,54772,2024-07-29,DecisionType20310,Art. 6(1)(b),en,M.11531-DEC54772
M.11532-DEC54756-ATT337,false,Art. 6(1)(b),ICG / HOLDING URIACH / URIACH / INELDEA,2024-06-10,2024-07-15,Merger,M.11532,Council Regulation 139/2004,Normal procedure,ICG / HOLDING URIACH / URIACH / INELDEA,2024-07-15,54756,2024-12-02,DecisionType20310,Art. 6(1)(b),en,M.11532-DEC54756
M.11533-DEC54689-ATT75,false,Art. 6(1)(b),MUTARES / MAGIRUS,2024-05-28,2024-06-19,Merger,M.11533,Council Regulation 139/2004,Super simplified procedure,MUTARES / MAGIRUS,2024-06-19,54689,2024-06-26,DecisionType20310,Art. 6(1)(b),en,M.11533-DEC54689
M.11534-DEC54606-ATT86,false,Art. 6(1)(b),STONEPEAK / ORSTED / OONA ENERGY,2024-04-10,2024-05-03,Merger,M.11534,Council Regulation 139/2004,Super simplified procedure,STONEPEAK / ORSTED / OONA ENERGY,2024-05-03,54606,2024-05-15,DecisionType20310,Art. 6(1)(b),en,M.11534-DEC54606
M.11535-DEC54680-ATT114,false,Art. 6(1)(b),APG ASSET MANAGEMENT / STONEPEAK / EUNETWORKS,2024-05-22,2024-06-14,Merger,M.11535,Council Regulation 139/2004,Super simplified procedure,APG ASSET MANAGEMENT / STONEPEAK / EUNETWORKS,2024-06-14,54680,2024-06-24,DecisionType20310,Art. 6(1)(b),en,M.11535-DEC54680
M.11536-DEC{5CC7F66B-3B84-4308-B57F-BF9A8A8BAC9B}-ATT3425,false,Purchaser approval,,2024-04-08,2025-05-06,Merger,M.11536,Council Regulation 139/2004,Normal,CONSTANTIA / ALUFLEXPACK,2025-05-06,5CC7F66B-3B84-4308-B57F-BF9A8A8BAC9B,,DecisionType201250,Purchaser approval,en,M.11536-DEC{5CC7F66B-3B84-4308-B57F-BF9A8A8BAC9B}
M.11536-DEC{C7664F09-44CB-4085-9470-08BBC08FB556}-ATT3426,false,Art. 6(1)(b) with conditions & obligations,,2024-04-08,2025-05-06,Merger,M.11536,Council Regulation 139/2004,Normal,CONSTANTIA / ALUFLEXPACK,2025-01-29,C7664F09-44CB-4085-9470-08BBC08FB556,2026-05-08,DecisionType20212,Art. 6(1)(b) with conditions & obligations,en,M.11536-DEC{C7664F09-44CB-4085-9470-08BBC08FB556}
M.10692-DEC53250-ATT104,false,Art. 6(1)(b),SEGRO / PSPIB / TARGET ASSET SOUTH PARIS,2022-03-16,2022-04-08,Merger,M.10692,Council Regulation 139/2004,Simplified procedure,SEGRO / PSPIB / TARGET ASSET SOUTH PARIS,2022-04-08,53250,2022-05-25,DecisionType20310,Art. 6(1)(b),en,M.10692-DEC53250
M.10691-DEC53282-ATT157,false,Art. 6(1)(b),CDP GROUP / FOMAS GROUP / PUNCH GROUP / JV,2022-04-04,2022-05-02,Merger,M.10691,Council Regulation 139/2004,Simplified procedure,CDP GROUP / FOMAS GROUP / PUNCH GROUP / JV,2022-05-02,53282,2022-05-06,DecisionType20310,Art. 6(1)(b),en,M.10691-DEC53282
M.10690-DEC53267-ATT91,false,Art. 6(1)(b),NORDIC CAPITAL / ELLOS GROUP,2022-03-25,2022-04-21,Merger,M.10690,Council Regulation 139/2004,Simplified procedure,NORDIC CAPITAL / ELLOS GROUP,2022-04-21,53267,2022-05-13,DecisionType20310,Art. 6(1)(b),en,M.10690-DEC53267
M.11548-DEC54770-ATT160,false,Art. 6(1)(b),BLACKSTONE / WINTHROP TECHNOLOGIES,2024-06-28,2024-07-22,Merger,M.11548,Council Regulation 139/2004,Simplified procedure,BLACKSTONE / WINTHROP TECHNOLOGIES,2024-07-22,54770,2024-07-30,DecisionType20310,Art. 6(1)(b),en,M.11548-DEC54770
M.11549-DEC54706-ATT142,false,Art. 6(1)(b),EFMS / PERMIRA / UNIVERSIDAD EUROPEA,2024-06-04,2024-06-26,Merger,M.11549,Council Regulation 139/2004,Simplified procedure,EFMS / PERMIRA / UNIVERSIDAD EUROPEA,2024-06-26,54706,2024-07-05,DecisionType20310,Art. 6(1)(b),en,M.11549-DEC54706
M.10699-DEC53638-ATT1396,false,Art. 6(1)(b) with conditions & obligations,SALMAR / NTS,2022-09-12,2022-12-22,Merger,M.10699,Council Regulation 139/2004,Normal procedure,SALMAR / NTS,2022-10-31,53638,2023-01-06,DecisionType20212,Art. 6(1)(b) with conditions & obligations,en,M.10699-DEC53638
M.10699-DEC53753-ATT1561,false,Purchaser approval,SALMAR / NTS,2022-09-12,2022-12-22,Merger,M.10699,Council Regulation 139/2004,Normal procedure,SALMAR / NTS,2022-12-22,53753,,DecisionType201250,Purchaser approval,en,M.10699-DEC53753
M.10698-DEC53357-ATT83,false,Art. 6(1)(b),MITSUI / INDOMOBIL / PTL / JV,2022-05-20,2022-06-17,Merger,M.10698,Council Regulation 139/2004,Simplified procedure,MITSUI / INDOMOBIL / PTL / JV,2022-06-17,53357,2022-07-04,DecisionType20310,Art. 6(1)(b),en,M.10698-DEC53357
M.10697-DEC{C7FE9420-DAF8-4F82-B8F3-69A89E4B0D6F}-ATT148,false,Art. 6(1)(b),,2022-03-07,2022-11-03,Merger,M.10697,Council Regulation 139/2004,Normal,ARAMCO OVERSEAS COMPANY / LOTOS SPV 1,2022-11-03,C7FE9420-DAF8-4F82-B8F3-69A89E4B0D6F,2023-05-11,DecisionType20310,Art. 6(1)(b),en,M.10697-DEC{C7FE9420-DAF8-4F82-B8F3-69A89E4B0D6F}
M.10696-DEC{654FCC93-4D8A-426A-BA02-133C7F4B0920}-ATT106,false,Art. 6(1)(b),,2022-03-07,2022-09-29,Merger,M.10696,Council Regulation 139/2004,Simplified,ARAMCO OVERSEAS COMPANY / BP EUROPA / LOTOS-AIR BP POLSKA,2022-09-29,654FCC93-4D8A-426A-BA02-133C7F4B0920,2022-10-05,DecisionType20310,Art. 6(1)(b),en,M.10696-DEC{654FCC93-4D8A-426A-BA02-133C7F4B0920}
M.10695-DEC53318-ATT131,false,Art. 6(1)(b),APOLLO MANAGEMENT / BANK AND ACQUIRERS INTERNATIONAL HOLDING,2022-04-25,2022-05-23,Merger,M.10695,Council Regulation 139/2004,Simplified procedure,APOLLO MANAGEMENT / BANK AND ACQUIRERS INTERNATIONAL HOLDING,2022-05-23,53318,2022-05-01,DecisionType20310,Art. 6(1)(b),en,M.10695-DEC53318
M.11540-DEC54634-ATT134,false,Art. 6(1)(b),GAMMA / KARL ROYER / RHO / HEKTAR MEDIA,2024-04-23,2024-05-22,Merger,M.11540,Council Regulation 139/2004,Simplified procedure,GAMMA / KARL ROYER / RHO / HEKTAR MEDIA,2024-05-22,54634,2024-05-30,DecisionType20310,Art. 6(1)(b),en,M.11540-DEC54634
M.11542-DEC54724-ATT89,false,Art. 6(1)(b),KKR / ENCAVIS,2024-06-06,2024-06-28,Merger,M.11542,Council Regulation 139/2004,Simplified procedure,KKR / ENCAVIS,2024-06-28,54724,2024-07-05,DecisionType20310,Art. 6(1)(b),en,M.11542-DEC54724
M.11543-DEC{1FA5FA79-EBC2-4911-BE29-CBCD3DD26F57}-ATT94,false,Art. 6(1)(b),,2024-04-08,2024-05-28,Merger,M.11543,Council Regulation 139/2004,Simplified,HIG CAPITAL / ALIGHT (PAYROLL AND PROFESSIONAL SERVICES BUSINESS),2024-05-28,1FA5FA79-EBC2-4911-BE29-CBCD3DD26F57,2024-08-06,DecisionType20310,Art. 6(1)(b),en,M.11543-DEC{1FA5FA79-EBC2-4911-BE29-CBCD3DD26F57}
M.11544-DEC54778-ATT195,false,Art. 6(1)(b),PFEIFER & LANGEN IHKG GROUP / LATRAPS / ASNS,2024-07-02,2024-07-25,Merger,M.11544,Council Regulation 139/2004,Simplified procedure,PFEIFER & LANGEN IHKG GROUP / LATRAPS / ASNS,2024-07-25,54778,2024-08-06,DecisionType20310,Art. 6(1)(b),en,M.11544-DEC54778
M.11546-DEC54670-ATT92,false,Art. 6(1)(b),UNICREDIT / ALPHA BANK ROMANIA,2024-05-17,2024-06-11,Merger,M.11546,Council Regulation 139/2004,Simplified procedure,UNICREDIT / ALPHA BANK ROMANIA,2024-06-11,54670,2024-06-17,DecisionType20310,Art. 6(1)(b),en,M.11546-DEC54670
M.11547-DEC{9612B27A-3E74-47E0-8157-2541C90A024E}-ATT114,false,Art. 6(1)(b),,2024-04-15,2024-07-31,Merger,M.11547,Council Regulation 139/2004,Simplified,FASTIGHETS BALDER / FOLKSAM ENTITIES / SINOMA FASTIGHETS,2024-07-31,9612B27A-3E74-47E0-8157-2541C90A024E,2024-08-29,DecisionType20310,Art. 6(1)(b),en,M.11547-DEC{9612B27A-3E74-47E0-8157-2541C90A024E}
M.11150-DEC54191-ATT260,false,Art. 6(1)(b),VERSALIS / NOVAMONT,2023-08-25,2023-09-28,Merger,M.11150,Council Regulation 139/2004,Normal procedure,VERSALIS / NOVAMONT,2023-09-28,54191,2023-12-21,DecisionType20310,Art. 6(1)(b),en,M.11150-DEC54191
M.11151-DEC54032-ATT222,false,Art. 6(1)(b),BDT / LGP / PROMACH,2023-06-16,2023-07-10,Merger,M.11151,Council Regulation 139/2004,Simplified procedure,BDT / LGP / PROMACH,2023-07-10,54032,2023-07-20,DecisionType20310,Art. 6(1)(b),en,M.11151-DEC54032
M.11152-DEC54426-ATT190,false,Art. 6(1)(b),TERNA / DXT / WESII  | TERNA / MAURO MIGLIAZZI / DXT / WESII ,2024-01-04,2024-01-30,Merger,M.11152,Council Regulation 139/2004,Simplified procedure,TERNA / DXT / WESII ,2024-01-30,54426,2024-02-05,DecisionType20310,Art. 6(1)(b),en,M.11152-DEC54426
M.11153-DEC54250-ATT1265,false,Art. 6(1)(b),CMI / EDITIS,2023-09-25,2023-10-30,Merger,M.11153,Council Regulation 139/2004,Normal procedure,CMI / EDITIS,2023-10-30,54250,2024-12-09,DecisionType20310,Art. 6(1)(b),en,M.11153-DEC54250
M.12001-DEC55602-ATT110,false,Art. 6(1)(b),MITSUI / MHI / MELCO / JV,2025-09-10,2025-10-03,Merger,M.12001,Council Regulation 139/2004,Simplified procedure,MITSUI / MHI / MELCO / JV,2025-10-03,55602,2025-11-24,DecisionType20310,Art. 6(1)(b),en,M.12001-DEC55602
M.11154-DEC54001-ATT93,false,Art. 6(1)(b),LUBEA / GEL / ESTEVE HEALTHCARE,2023-06-02,2023-06-26,Merger,M.11154,Council Regulation 139/2004,Simplified procedure,LUBEA / GEL / ESTEVE HEALTHCARE,2023-06-26,54001,2023-08-23,DecisionType20310,Art. 6(1)(b),en,M.11154-DEC54001
M.12002-DEC55516-ATT125,false,Art. 6(1)(b),BCI / PSP / MONTEREY MUSHROOMS,2025-07-22,2025-08-26,Merger,M.12002,Council Regulation 139/2004,Super simplified procedure,BCI / PSP / MONTEREY MUSHROOMS,2025-08-26,55516,2025-09-09,DecisionType20310,Art. 6(1)(b),en,M.12002-DEC55516
M.11155-DEC54169-ATT331,false,Art. 6(1)(b),INFOSYS / CERTAIN LIBERTY GLOBAL ASSETS,2023-08-29,2023-09-21,Merger,M.11155,Council Regulation 139/2004,Simplified procedure,INFOSYS / CERTAIN LIBERTY GLOBAL ASSETS,2023-09-21,54169,2023-09-29,DecisionType20310,Art. 6(1)(b),en,M.11155-DEC54169
M.12487-DEC{D09D7268-2B53-488B-B222-114AA82A68B7}-ATT54,false,Art. 6(1)(b),,2026-05-26,2026-06-19,Merger,M.12487,Council Regulation 139/2004,Super-simplified,GRUPO MÉXICO / GIM / SAAVI / CIEM,2026-06-19,D09D7268-2B53-488B-B222-114AA82A68B7,2026-06-26,DecisionType20310,Art. 6(1)(b),en,M.12487-DEC{D09D7268-2B53-488B-B222-114AA82A68B7}
M.12003-DEC55482-ATT228,false,Art. 6(1)(b),HELVETIA / BALOISE,2025-07-10,2025-08-04,Merger,M.12003,Council Regulation 139/2004,Simplified procedure,HELVETIA / BALOISE,2025-08-04,55482,2025-08-08,DecisionType20310,Art. 6(1)(b),en,M.12003-DEC55482
M.11156-DEC54058-ATT116,false,Art. 6(1)(b),CINVEN / AMARA,2023-07-03,2023-07-26,Merger,M.11156,Council Regulation 139/2004,Simplified procedure,CINVEN / AMARA,2023-07-26,54058,2023-08-02,DecisionType20310,Art. 6(1)(b),en,M.11156-DEC54058
M.12004-DEC55530-ATT133,false,Art. 6(1)(b),SALIC / OLAM AGRI,2025-08-07,2025-09-01,Merger,M.12004,Council Regulation 139/2004,Super simplified procedure,SALIC / OLAM AGRI,2025-09-01,55530,2025-09-11,DecisionType20310,Art. 6(1)(b),en,M.12004-DEC55530
M.12005-DEC55489-ATT118,false,Art. 6(1)(b),ADVENT / TBI BANK,2025-07-17,2025-08-11,Merger,M.12005,Council Regulation 139/2004,Simplified procedure,ADVENT / TBI BANK,2025-08-11,55489,2025-08-19,DecisionType20310,Art. 6(1)(b),en,M.12005-DEC55489
M.11158-DEC54112-ATT298,false,Art. 6(1)(b),DEUTSCHE BÖRSE / SIMCORP,2023-07-31,2023-08-23,Merger,M.11158,Council Regulation 139/2004,Simplified procedure,DEUTSCHE BÖRSE / SIMCORP,2023-08-23,54112,2023-09-27,DecisionType20310,Art. 6(1)(b),en,M.11158-DEC54112
M.12006-DEC55705-ATT1641,false,Art. 6(1)(b),GLOBAL PAYMENTS / WORLDPAY,2025-10-27,2025-12-01,Merger,M.12006,Council Regulation 139/2004,Normal procedure,GLOBAL PAYMENTS / WORLDPAY,2025-12-01,55705,2026-02-10,DecisionType20310,Art. 6(1)(b),en,M.12006-DEC55705
M.11159-DEC{3A8DDBBD-646F-4AE9-804A-8B041D7C624F}-ATT6736,false,Purchaser approval,,2023-05-16,2024-11-18,Merger,M.11159,Council Regulation 139/2004,Normal,JD SPORTS / GROUPE COURIR,2024-11-18,3A8DDBBD-646F-4AE9-804A-8B041D7C624F,,DecisionType201250,Purchaser approval,en,M.11159-DEC{3A8DDBBD-646F-4AE9-804A-8B041D7C624F}
M.11159-DEC{DE8A1125-9D54-4983-8787-E2981F9918BB}-ATT6735,false,Art. 6(1)(b) with conditions & obligations,,2023-05-16,2024-11-18,Merger,M.11159,Council Regulation 139/2004,Normal,JD SPORTS / GROUPE COURIR,2024-10-22,DE8A1125-9D54-4983-8787-E2981F9918BB,2024-12-10,DecisionType20212,Art. 6(1)(b) with conditions & obligations,en,M.11159-DEC{DE8A1125-9D54-4983-8787-E2981F9918BB}
M.12007-DEC55364-ATT97,false,Art. 6(1)(b),STONE POINT / GTCR / ULTIMUS,2025-05-19,2025-06-13,Merger,M.12007,Council Regulation 139/2004,Super simplified procedure,STONE POINT / GTCR / ULTIMUS,2025-06-13,55364,2025-07-07,DecisionType20310,Art. 6(1)(b),en,M.12007-DEC55364
M.12008-DEC55347-ATT121,false,Art. 6(1)(b),REITAN RETAIL / NORWEGIAN / STRAWBERRY / SPENN,2025-05-15,2025-06-11,Merger,M.12008,Council Regulation 139/2004,Super simplified procedure,REITAN RETAIL / NORWEGIAN / STRAWBERRY / SPENN,2025-06-11,55347,2025-06-24,DecisionType20310,Art. 6(1)(b),en,M.12008-DEC55347
